,CAS,禁配物
5738,928-49-4,银或其盐类
5739,928-65-4,强氧化剂
5740,928-65-4,碱类。
5741,929-06-6,强氧化剂
5742,929-06-6,强碱。
5743,93-58-3,强氧化剂
5744,93-58-3,强碱
5745,93-59-4,强氧化剂
5746,93-59-4,强还原剂
5747,93-59-4,酸类
5748,93-59-4,碱类。
5749,93-70-9,强氧化剂
5750,93-72-1,强氧化剂
5751,93-72-1,强碱。
5752,93-76-5,强氧化剂
5753,93-76-5,强碱。
5754,930-28-9,强氧化剂。
5755,930-68-7,强氧化剂
5756,930-68-7,强碱
5757,930-68-7,强还原剂。
5758,931-87-3,强氧化剂
5759,931-87-3,酸类
5760,931-87-3,卤代烃
5761,931-87-3,卤素等
5762,94-17-7,还原剂
5763,94-17-7,易燃或可燃物
5764,94-17-7,硫
5765,94-17-7,磷
5766,94-36-0,强还原剂
5767,94-36-0,酸类
5768,94-36-0,碱
5769,94-36-0,醇类
5770,95-03-4,强氧化剂。
5771,95-06-7,强氧化剂
5772,95-06-7,酸类。
5773,95-46-5,强氧化剂
5774,95-47-6,强氧化剂
5775,95-47-6,卤素
5776,95-48-7,强氧化剂
5777,95-48-7,碱类
5778,95-49-8,强氧化剂。
5779,95-50-1,强氧化剂
5780,95-50-1,铝
5781,95-51-2,酸类
5782,95-51-2,酰基氯
5783,95-51-2,酸酐
5784,95-51-2,氯仿
5785,95-51-2,强氧化剂
5786,95-52-3,强氧化剂。
5787,95-53-4,强氧化剂
5788,95-53-4,酸类
5789,95-53-4,酰基氯
5790,95-53-4,酸酐
5791,95-53-4,氯仿
5792,95-54-5,强酸
5793,95-54-5,强氧化剂
5794,95-54-5,酸酐
5795,95-54-5,酰基氯
5796,95-55-6,强氧化剂
5797,95-55-6,酰基氯
5798,95-55-6,酸酐
5799,95-55-6,酸类
5800,95-55-6,氯仿
5801,95-56-7,酰基氯
5802,95-56-7,酸酐
5803,95-56-7,强氧化剂
5804,95-57-8,酰基氯
5805,95-57-8,强氧化剂
5806,95-57-8,酸酐
5807,95-57-8,强酸
5808,95-63-6,强氧化剂
5809,95-63-6,酸类
5810,95-63-6,卤素等
5811,95-64-7,强氧化剂
5812,95-64-7,强酸
5813,95-64-7,酸酐
5814,95-64-7,酰基氯
5815,95-64-7,卤素。
5816,95-65-8,强氧化剂。
5817,95-68-1,酸类
5818,95-68-1,酰基氯
5819,95-68-1,酸酐
5820,95-68-1,强氧化剂
5821,95-68-1,氯仿
5822,95-68-1,卤素
5823,95-70-5,强氧化剂
5824,95-70-5,酸类
5825,95-70-5,酰基氯
5826,95-70-5,酸酐
5827,95-70-5,氯仿
5828,95-73-8,强氧化剂
5829,95-75-0,强氧化剂
5830,95-75-0,强碱
5831,95-76-1,酸类
5832,95-76-1,酰基氯
5833,95-76-1,酸酐
5834,95-76-1,强氧化剂
5835,95-77-2,氧化剂
5836,95-77-2,酸酐
5837,95-77-2,酰基氯。
5838,95-78-3,酸类
5839,95-78-3,酰基氯
5840,95-78-3,酸酐
5841,95-78-3,强氧化剂
5842,95-78-3,氯仿
5843,95-78-3,卤素
5844,95-79-4,酸类
5845,95-79-4,酰基氯
5846,95-79-4,酸酐
5847,95-79-4,氯仿
5848,95-79-4,强氧化剂。
5849,95-80-7,强氧化剂
5850,95-80-7,酸类
5851,95-80-7,酰基氯
5852,95-80-7,酸酐
5853,95-80-7,氯仿
5854,95-82-9,酸类
5855,95-82-9,酰基氯
5856,95-82-9,酸酐
5857,95-82-9,强氧化剂
5858,95-85-2,强氧化剂。
5859,95-87-4,强氧化剂。
5860,95-92-1,酸类
5861,95-92-1,碱
5862,95-92-1,强氧化剂
5863,95-92-1,强还原剂
5864,95-92-1,水
5865,95-93-2,强氧化剂。
5866,95-94-3,强氧化剂
5867,95-94-3,强碱
5868,95-95-4,氧化剂
5869,95-95-4,酸酐
5870,95-95-4,酰基氯。
5871,950-35-6,强氧化剂
5872,950-35-6,强碱。
5873,96-09-3,氧化剂
5874,96-09-3,酸类
5875,96-09-3,碱类。
5876,96-10-6,醇类
5877,96-10-6,氧
5878,96-10-6,氧化剂
5879,96-10-6,酸类
5880,96-10-6,碱类
5881,96-10-6,水。
5882,96-14-0,强氧化剂
5883,96-14-0,强酸
5884,96-14-0,强碱
5885,96-14-0,卤素
5886,96-18-4,强氧化剂
5887,96-18-4,强碱
5888,96-22-0,强氧化剂
5889,96-22-0,强还原剂
5890,96-22-0,强碱
5891,96-23-1,强酸
5892,96-23-1,强氧化剂
5893,96-23-1,强还原剂
5894,96-23-1,酰基氯
5895,96-23-1,酸酐。
5896,96-24-2,强氧化剂
5897,96-24-2,强碱。
5898,96-32-2,酸类
5899,96-32-2,碱类
5900,96-32-2,强氧化剂
5901,96-32-2,强还原剂
5902,96-33-3,酸类
5903,96-33-3,碱类
5904,96-33-3,强氧化剂
5905,96-34-4,酸类
5906,96-34-4,碱类
5907,96-34-4,强氧化剂
5908,96-34-4,强还原剂
5909,96-37-7,强氧化剂
5910,96-37-7,强酸
5911,96-37-7,强碱
5912,96-37-7,卤素
5913,96-41-3,强氧化剂
5914,96-47-9,强氧化剂
5915,96-47-9,潮湿空气。
5916,96-80-0,强氧化剂
5917,96-80-0,酸类。
5918,96-91-3,氧化剂。
5919,961-68-2,强氧化剂
5920,961-68-2,强碱
5921,961-68-2,强酸
5922,961-68-2,酰基氯
5923,961-68-2,酸酐
5924,961-68-2,强还原剂
5925,97-00-7,强氧化剂
5926,97-00-7,强碱
5927,97-00-7,强还原剂
5928,97-02-9,强氧化剂
5929,97-02-9,强酸
5930,97-02-9,酰基氯
5931,97-02-9,酸酐
5932,97-52-9,强氧化剂
5933,97-52-9,酸类
5934,97-52-9,酸酐
5935,97-52-9,酰基氯。
5936,97-62-1,强氧化剂
5937,97-62-1,强碱
5938,97-62-1,强酸
5939,97-63-2,强氧化剂
5940,97-63-2,强酸
5941,97-63-2,强碱
5942,97-64-3,强氧化剂
5943,97-64-3,酸类
5944,97-64-3,碱类
5945,97-72-3,强氧化剂
5946,97-72-3,强碱
5947,97-72-3,碱类
5948,97-85-8,强氧化剂
5949,97-85-8,强碱
5950,97-86-9,强氧化剂
5951,97-86-9,强酸
5952,97-86-9,强碱
5953,97-88-1,强氧化剂
5954,97-88-1,强酸
5955,97-88-1,强碱
5956,97-93-8,强氧化剂
5957,97-93-8,酸类
5958,97-93-8,水
5959,97-93-8,氧
5960,97-93-8,醇类
5961,97-93-8,卤素
5962,97-93-8,胺类
5963,97-94-9,氧化剂
5964,97-94-9,空气
5965,97-94-9,氧。
5966,97-95-0,强氧化剂
5967,97-95-0,强酸。
5968,97-96-1,强氧化剂
5969,97-96-1,强碱
5970,97-96-1,强还原剂
5971,97-96-1,空气。
5972,97-97-2,强氧化剂
5973,97-97-2,强酸。
5974,98-00-0,酰基氯
5975,98-00-0,氧
5976,98-00-0,酸类。
5977,98-01-1,强氧化剂
5978,98-01-1,强碱
5979,98-02-2,氧化剂
5980,98-02-2,还原剂
5981,98-02-2,碱类
5982,98-02-2,碱金属
5983,98-06-6,强氧化剂。
5984,98-07-7,强氧化剂。
5985,98-08-8,强氧化剂
5986,98-08-8,强碱
5987,98-08-8,强还原剂。
5988,98-09-9,强氧化剂
5989,98-09-9,强碱
5990,98-09-9,水
5991,98-09-9,醇类
5992,98-12-4,强氧化剂
5993,98-12-4,潮湿空气。
5994,98-13-5,强氧化剂
5995,98-13-5,强酸
5996,98-13-5,强碱
5997,98-13-5,水
5998,98-13-5,醇类
5999,98-15-7,强氧化剂
6000,98-15-7,潮湿空气。
6001,98-16-8,氧化剂。
6002,98-47-5,强氧化剂
6003,98-47-5,强碱。
6004,98-50-0,强氧化剂。
6005,98-54-4,碱类
6006,98-54-4,酰基氯
6007,98-54-4,酸酐
6008,98-54-4,氧化剂
6009,98-54-4,铜
6010,98-56-6,强氧化剂
6011,98-56-6,强碱。
6012,98-58-8,强氧化剂
6013,98-58-8,强酸
6014,98-58-8,强碱。
6015,98-59-9,强氧化剂
6016,98-59-9,强碱
6017,98-72-6,强氧化剂。
6018,98-74-8,强氧化剂
6019,98-74-8,强碱
6020,98-74-8,水
6021,98-74-8,潮湿空气。
6022,98-82-8,强氧化剂
6023,98-82-8,酸类
6024,98-82-8,卤素等
6025,98-83-9,强氧化剂。
6026,98-85-1,强氧化剂
6027,98-85-1,强酸。
6028,98-87-3,强氧化剂
6029,98-87-3,强碱
6030,98-87-3,潮湿空气。
6031,98-88-4,强氧化剂
6032,98-88-4,强碱
6033,98-88-4,醇类
6034,98-88-4,水
6035,98-94-2,强氧化剂
6036,98-94-2,强酸
6037,98-94-2,酰基氯
6038,98-94-2,酸酐
6039,98-95-3,强氧化剂
6040,98-95-3,氨
6041,98-95-3,胺类等
6042,99-08-1,强氧化剂
6043,99-08-1,强还原剂
6044,99-08-1,强碱
6045,99-09-2,强氧化剂
6046,99-09-2,酸类
6047,99-09-2,酰基氯
6048,99-09-2,酸酐
6049,99-09-2,氯仿
6050,99-09-2,强还原剂
6051,99-12-7,强氧化剂
6052,99-12-7,强还原剂
6053,99-12-7,强碱
6054,99-33-2,强氧化剂
6055,99-33-2,水。
6056,99-35-4,强氧化剂
6057,99-35-4,氨
6058,99-35-4,胺类等
6059,99-51-4,强氧化剂
6060,99-51-4,强还原剂
6061,99-51-4,强碱
6062,99-52-5,酸类
6063,99-52-5,酰基氯
6064,99-52-5,酸酐
6065,99-52-5,氯仿
6066,99-54-7,强氧化剂
6067,99-54-7,强还原剂
6068,99-54-7,强碱。
6069,99-57-0,强氧化剂
6070,99-57-0,酸酐
6071,99-57-0,酰基氯。
6072,99-63-8,强碱
6073,99-63-8,氧化剂
6074,99-63-8,水
6075,99-63-8,醇类。
6076,99-65-0,强氧化剂
6077,99-65-0,强还原剂
6078,99-65-0,强碱
6079,99-73-0,强氧化剂
6080,99-73-0,强还原剂
6081,99-73-0,强碱
6082,99-87-6,强氧化剂。
6083,99-89-8,氧化剂
6084,99-89-8,酸酐
6085,99-89-8,酰基氯。
6086,99-98-9,强氧化剂
6087,99-98-9,酸类
6088,99-98-9,酰基氯
6089,99-98-9,酸酐
6090,99-98-9,氯仿。
6091,99-99-0,强氧化剂
6092,99-99-0,强还原剂
6093,99-99-0,强碱
6094,990-73-8,强氧化剂
6095,990-73-8,强碱。
6096,993-00-0,强氧化剂
6097,993-00-0,水蒸气
6098,999-97-3,强氧化剂
6099,999-97-3,强酸
6100,999-97-3,潮湿空气
6101,999-97-3,水
6102,999-97-3,醇类。
